Ime županije;Ime grada/općine;MBR naselja;Ime naselja;RBR ulice/trga;Ime ulice/trga;Opis značenja imena ulice/trga
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1122;Jakuševečka ulica I. odvojak;Jakuševec / negdašnje selo i kaptolski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1123;Jakuševečka ulica II. odvojak;Jakuševec / negdašnje selo i kaptolski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1124;Jalovečka ulica;Jalovec / planina u Julijskim Alpama (2645 mnv)/Slovenija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1126;Jalševečka cesta;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1127;Jalšina;Jalšna / naziv zemljišta po vlasniku
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1128;Jambrišakov breg;"Janko Jambrišak / ""graditelj i građevni poduzetnik; 1834 - 1892"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1129;Jambrišakov odvojak;"Janko Jambrišak / ""graditelj i građevni poduzetnik; 1834 - 1892"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1130;Jamine;Jamine / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1131;Jamnička ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1132;Ulica Matije Jandrića;"Matija Jandrić / svećenik, pučki pisac; 1776-1828"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1133;Jankomir;Jankomir / negdašnji zaselak Stenjevca Dolnjeg, dio kaptolskog posjeda/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1134;Jankomirska ulica;Jankomir / negdašnji zaselak Stenjevca Dolnjeg, dio kaptolskog posjeda/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1135;Jankovačka ulica;Jankovac / park-šuma u Parku prirode Papuk/Slavonija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1136;Ulica Gordana Jankovića;"Gordan Janković / liječnik, sportski djelatnik; 1935-1981"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1137;Januševečka ulica;"Januševec / dvorac iz XIX st; u Prigorju Brdovečkom kod Zaprešića"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1138;Janjevci;Janjevci / doseljenici iz Janjeva/Kosovo
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1139;Japetićka ulica;Japetić / najviši vrh Samoborskog gorja (879 mnv)
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1140;Japranska ulica;Japra / rijeka u Bosni i Hercegovini
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1141;Jarebička ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1142;Jarek donji;Jarek donji / naziv zemljišta/jarek-jarak, vrsta umjetnog potoka ili kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1143;Jarek gornji;Jarek gornji / naziv zemljišta/jarek-jarak, vrsta umjetnog potoka ili kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1144;Jarek podsusedski;Jarek / negdašnji zaselak, kaptolski posjed podno grada Suseda
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1145;Jarminska ulica;Jarmina / naselje kod Vinkovaca/Slavonija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1146;Jarnovićeva ulica;"Ivan Mane Jarnović / violinist i skladatelj; 1740-1804"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1147;Jaruga;Jaruga / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1148;Jarun;Jarun/Jaron / jarak, jaruga, jaružica uz rijeku/negdašnji savski otok naseljen kaptolskim kmetovima/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1149;Jarunska ulica;Jarun/Jaron / jarak, jaruga, jaružica uz rijeku/negdašnji savski otok naseljen kaptolskim kmetovima/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1150;Jarunska obala;Jarun/Jaron / jarak, jaruga, jaružica uz rijeku/negdašnji savski otok naseljen kaptolskim kmetovima/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1152;Jaruščica;Jaruščica / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1153;Ulica jasena;jasen / drvo
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1154;Jasenik;jasenik, jasenova šuma
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1155;Jasenovačka ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1156;Jaslice;Jaslice / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1157;Ulica jasmina;jasmin / drvo
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1158;Jastrebarska ulica;Jastrebarsko / grad kod Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1159;Javorinska ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1160;Javorovac;javor / drvo
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1161;Javorska ulica;javor / drvo
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1162;Jazbina;Jazbina / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1164;Jazbinski gaj I.;Jazbina / naziv zemljišta/gaj-šuma
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1165;Jazbinski gaj II.;Jazbina / naziv zemljišta/gaj-šuma
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1166;Jazbinski odvojak I.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1167;Jazbinski odvojak X.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1168;Jazbinski odvojak II.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1169;Jazbinski odvojak III.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1170;Jazbinski odvojak IV.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1171;Jazbinski odvojak V.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1172;Jazbinski odvojak VI.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1173;Jazbinski odvojak VII.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1174;Jazbinski odvojak VIII.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1175;Jazbinski odvojak IX.;odvojak ulice Jazbina/Jazbina, naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1176;Jazvenička ulica;Jazvenik / naselje kod Siska
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1177;Ulica Vinka Jeđuta;"Vinko Jeđut / željezničar, antifašist; 1920-1944"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1178;Ulica jela;jela / drvo
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1179;Jelaspoljska ulica;Jelas polje / zaštićeni krajolik i ornitološki rezervat s ribnjacima na području Slavonskog Broda, Oriovca, Bebrine, Sibinja i Brodskog Stupnika/Posavina
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1180;I. Jelašički odvojak;Jelašićka / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1181;II. Jelašički odvojak;Jelašićka / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1182;Jelašićeva ulica;"Franjo Jelašić / profesor, prevoditelj; 1878-1944"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1183;Jelašićka ulica;Jelašićka / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1184;Jelašićka I.;Jelašićka / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1185;Jelašićka II.;Jelašićka / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1186;Jelašićka III.;Jelašićka / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1188;Jelenčica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1189;Ulica Julijana Jelenića;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1190;Jelenovac;Jelenovac / potok i negdašnje selo na istoimenom brdu okruženo šumom
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1191;Jelenovački potok;Jelenovac / potok i negdašnje selo na istoimenom brdu okruženo šumom
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1192;Jelenovački vrh;Jelenovac / potok i negdašnje selo na istoimenom brdu okruženo šumom
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1193;Jelenjski put;Jelenje / naselje iznad Rijeke/Hrvatsko primorje
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1195;Jelšanska ulica;Jelsa / naselje na otoku Hvaru
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1196;Jezerska ulica;Jezera / naziv poplavnog zemljišta na području negdašnjeg posjeda Rudeš
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1197;Jezuitski trg;jezuiti-isusovci, crkvena družba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1198;Ježevska ulica;Ježevo / naselje kod Rugvice, jugoistočno od Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1199;Ulica Slavka Ježića;"Slavko Ježić / književnik i književni povjesničar; 1895-1969"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1200;Ulica joha;joha / drvo
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1202;Ulica Ljudevita Jonkea;"Ljudevit Jonke / jezikoslovac; 1907-1979"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1203;Jordanići;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1204;Jordanovac;Jordanovac / potok
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1205;Jordanovačke livade I.;Jordanovac / potok
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1206;Jordanovačke livade II.;Jordanovac / potok
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1207;I. Jordanovački odvojak;Jordanovac / potok
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1208;Jordanovački put;Jordanovac / potok
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1209;Stube Rikarda Jorgovanića;"Rikard Jorgovanić / književnik; 1853-1880"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1210;Jorgovanska ulica;jorgovan / cvijet
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1211;Josipdolska ulica;Josipdol / naselje kod Ogulina/Lika
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1212;Josipovačka ulica;Josipovac / naselje kod Osijeka
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1213;Jovinovačka ulica;Mali Jovinovac/Malo jezero / jezero u nacionalnom parku Plitvička jezera/skupina Gornjih jezera
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1214;Jukićeva ulica;"Ivan Franjo Jukić / franjevac, književnik i prosvjetitelj; 1818-1857"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1215;Junkovićev put;put prema posjedu obitelji Junković
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1216;Ulica Ljudevita Juraka;"Ljudevit Jurak / ""liječnik, patolog; 1881 - 1945"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1217;Jurandvorska ulica;Jurandvor / naselje na otoku Krku
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1218;Ulica Vladimira Jurčića;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1219;Jurdanska ulica;Jurdani / naselje kod Matulja/Hrvatsko primorje
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1220;Jurini;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1221;Jurišićeva ulica;"Nikola Jurišić / hrvatski plemić i vojskovođa; 1490-1545"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1222;Ulica Jurja Dalmatinca;"Juraj Dalmatinac / ""graditelj i kipar; XV st."""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1223;Jurja ves;Jurja ves / ulica imenovana po prvom zagrebačkom nadbiskupu Jurju Hauliku
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1224;Jurja ves III. odvojak;Jurja ves / ulica imenovana po prvom zagrebačkom nadbiskupu Jurju Hauliku
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1225;Jurja ves I. odvojak;Jurja ves / ulica imenovana po prvom zagrebačkom nadbiskupu Jurju Hauliku
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1226;Jurja ves II. odvojak;Jurja ves / ulica imenovana po prvom zagrebačkom nadbiskupu Jurju Hauliku
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1227;Jurjeve stube;stube prema kapelici svetoga Jurja, mučenika i sveca zaštitnika
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1228;Jurjevska ulica;ulica uz kapelicu svetoga Jurja, mučenika i sveca zaštitnika
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1229;Jurkovićeva ulica;"Janko Jurković / književnik; 1827-1899"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1230;Jurkovići;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1231;Južna ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1232;Južna obala II.;Južna obala II-IX / niz ulica uz rijeku Savu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1233;Južna obala III.;Južna obala II-IX / niz ulica uz rijeku Savu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1234;Južna obala IV.;Južna obala II-IX / niz ulica uz rijeku Savu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1236;Južna obala VI.;Južna obala II-IX / niz ulica uz rijeku Savu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1237;Južna obala VII.;Južna obala II-IX / niz ulica uz rijeku Savu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1238;Južna obala VIII.;Južna obala II-IX / niz ulica uz rijeku Savu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1239;Južna obala IX.;Južna obala II-IX / niz ulica uz rijeku Savu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1240;Južna ulica III. odvojak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1241;Južna ulica IV. odvojak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1242;Južna ulica V. odvojak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1243;Južna ulica VI. odvojak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1244;Južna ulica VII. odvojak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1245;Južna ulica VIII. odvojak;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1248;Kačićeva ulica;"Andrija Kačić Miošić / franjevac, prosvjetitelj i pjesnik; 1704-1760"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1249;Kajakaški prilaz;staza oko jezera Jarun nazvana po sportašima-kajakašima
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1250;Kajfešov brijeg;"Josip Kajfeš / liječnik, kirurg u partizanskim bolnicama; 1909-1944"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1251;Kakanjska ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1252;Kalabarovo vrelo;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1253;Kalenički put;Kalenička reka / rijeka moravskog porječja/Srbija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1254;Kalinovica;Kalinovica / naziv zemljišta na kojem raste kalina/naselje zapadno od negdašnjeg Predgrada Save, nastalo nakon ukidanja feudalno-kmetskih odnosa u XIX st/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1255;Ulica Luke Kaliterne;"Luka Kaliterna / sportaš-nogometaš i trener; 1893-1984"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1256;Kalnička ulica;Stari grad Veliki Kalnik / srednjovjekovni utvrđeni grad iz XIII st na planini Kalnik
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1257;Kalnički put;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1258;Kaljska ulica;Kalje / naselje na Žumberku
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1259;Kamaufova ulica;"Ivan Nepomuk (Janko) pl. Kamauf od Podgore / prvi gradonačelnik ujedinjenoga Zagreba; 1801-1874"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1260;Kamenarka;Kamenarka / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1261;Kamenarski breg;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1262;Kamengradska ulica;"Kamengrad / srednjovjekovni utvrđeni grad; iz XIII st na Papuku/Slavonija"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1263;Kamenička ulica;Kamenica / naselje kod Koprivnice/Podravina
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1264;Kamenita ulica;ulica prema Kamenitim vratima Gradeca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1266;Kameniti stol;Kameniti stol / stari naziv ulice naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1267;Kamenska ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1268;Kamenjak;Kamenjak / stari naziv ulice naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1269;Kameščica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1270;Kamporska ulica;Kampor / naselje na otoku Rabu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1271;Kanalska ulica;ulica uz odušni kanal Zagreb - Odra, između Zagreba i Siska
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1272;Kanalski put;put uz negdašnji kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1274;Kanalski put I. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1275;Kanalski put II. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1276;II. Kanalski put;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1277;II. Kanalski put I. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1278;II. Kanalski put II. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1279;II. Kanalski put III. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1280;II. Kanalski put IV. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1281;II. Kanalski put V. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1282;II. Kanalski put VI. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1283;II. Kanalski put VII. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1285;II. Kanalski put IX. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1286;II. Kanalski put X. odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1287;II. Kanalski put XIIa odvojak;Kanalski put / ulica uz kanal
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1288;Kanarinska ulica;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1289;Ulica Petra Kanavelića;"Petar Kanavelić / pjesnik i dramski pisac; 1637-1719"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1290;Kancelak;Kancelak / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1291;Kanfanarska ulica;Kanfanar / naselje u Istri
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1292;Kaninska ulica;"Kanin / planina u Julijskim Alpama; (Visoki Kanin 2587 mnv)/Slovenija"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1294;Kapelska ulica;"Velika i Mala Kapela / planinski lanci; Dinarskog gorja"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1295;Kaptol;Kaptol / negdašnja Kanonička ves (Vicus Canonicorum), središnja ulica biskupskoga grada
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1296;Kaptolska ulica;ulica nazvana po Kaptolu Zagrebačke nadbiskupije
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1297;Kapucinska ulica;ulica nazvana po franjevačko-kapucinskom redu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1298;Kapucinske stube;stube do negdašnjeg kapucinskog samostana na Gornjem gradu
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1299;Ulica Srećka Karamana;"Dujam Srećko Karaman / skupljač narodnih pjesama; 1856-1927"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1300;Karamanov prilaz;"Ljubo Karaman / povjesničar umjetnosti i konzervator; 1886-1971"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1301;Karasmani;Karasman / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1302;Ulica Vjekoslava Karasa;"Vjekoslav Karas / ""slikar; 1821 - 1858"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1303;Karašička ulica;Karašica / rijeka dravskog porječja/Slavonija
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1304;Karažnik;Karažnik / hrpt Medvednice
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1305;Karinska ulica;Karin / naselje kod Zadra
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1306;Karlovačka cesta;Karlovac / grad u središnjoj Hrvatskoj, osnovan kao obrambena tvrđava 13 srpnja 1579 po vojvodi Karlu Habsburškom
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1307;Ulica Grgura Karlovčana;"Grgur Karlovčan / ""književnik; 1913 - 1942"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1309;Kastavska ulica;Kastav / grad ponad Rijeke
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1310;Ulica Bartula Kašića;"Bartol/Bartul Kašić / isusovac, jezikoslovac, književnik, prevoditelj Svetoga pisma; 1575-1650"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1312;Ulica Jure Kaštelana;"Jure Kaštelan / književnik; 1919-1990"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1313;Ulica Rikarda Katalinića Jeretova;"Rikard Katalinić Jeretov / ""pjesnik; 1869 - 1954"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1314;Katančićeva ulica;"Matija Petar Katančić / franjevac, arheolog i književnik, prevoditelj prvoga tiskanog Svetog pisma na hrvatski jezik; 1750-1825"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1315;Trg Katarine Zrinske;"Ana Katarina Zrinska rođ. Frankopan / književnica; † 1673"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1316;Ulica Kate Mlinarić;"Kata/Katarina Mlinarić / ""sudionica NOB-a; 1904 - 1944"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1317;Katićev prilaz;"Lovre Katić / svećenik, povjesničar; 1887-1961"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1318;Kauzlarićev prilaz;"Mladen Kauzlarić / arhitekt; 1896-1971"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1319;Ulica Jeronima Kavanjina;"Jerolim/Jeronim Kavanjin / barokni pjesnik; 1641-1714"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1320;Trg Augustina Kažotića;"Augustin Kažotić / ""teolog, zagrebački biskup; †1323"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1321;Kecerini donji;Kecerin / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1322;Kecerini gornji;Kecerin / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1323;Kelčeci;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1324;Keleki;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1325;Keleminci;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1326;Keleminka;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1327;Kelkovići;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1328;Kempfova ulica;"Julije Kempf / ""pedagog i putopisac; 1864 - 1934"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1329;Trg Johna Fitzgeralda Kennedyja;"John Fitzerald Kennedy / predsjednik Sjedinjenih Američkih Država, 1961-1963; 1917-1963"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1330;Ulica Petrice Kerempuha;"Petrica Kerempuh / glavni lik iz ""Balada Petrice Kerempuha"" Miroslava Krleže"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1331;Ulica kerestinečkih žrtava;ulica nazvana u spomen na strijeljane antifašiste u ustaškom sabirnom logoru u dvorcu Kerestinec 1941
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1332;Trg Otokara Keršovanija;"Otokar Keršovani / novinar, publicist i političar; 1902-1941"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1333;Kesten brijeg;Kesten brijeg / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1335;Kestenovac;Kestenovac / naziv zemljišta po šumi kestena
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1336;Ulica Frana Kesterčaneka;"Fran Kesterčanek / ""šumarski stručnjak; 1856 - 1915"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1337;Ulica Ivice Kičmanovića;"Ivica Kičmanović / glavni lik romana Ante Kovačića ""U registraturi"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1338;Kijevska ulica;Kijevo / naselje kod Knina
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1339;Kikićeva ulica;"Hasan Kikić / književnik, antifašist; 1905-1942"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1341;Kirinščak;ulica nazvana po vlasniku zemljišta Josipu Kirinu, učitelju i pedagogu (1855 - 1940)
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1342;Kistanjska ulica;Kistanje / naselje kod Knina
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1343;Ulica Mije Kišpatića;"Mijo Kišpatić / ""mineralog i petrolog; 1851 - 1926"""
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1344;Kitani;
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1345;Kladuška ulica;Velika Kladuša / grad u Bosni i Hercegovini
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1346;Ulica Vjekoslava Klaića;"Vjekoslav Klaić / povjesničar i književnik; 1849-1928"
Grad Zagreb;GRAD ZAGREB;072150;Zagreb;1347;Klakovec;
